"","proteinId","...1.x","ecNum","definition","pathway","gotermID","gotermType","goAcc","kogID","kogdefine","kogClass","iprId","iprDesc","...1.y","Feature","Record.Id","Function","Aliases","X1","X2","X3","X2.1","X3.1"
"4013",231915,2865,"2.8.1.6","Biotin synthase.","Biotin metabolism",NA,NA,NA,"KOG2900","Biotin synthase","Coenzyme transport and metabolism",NA,NA,3712,"RYLPO22455","jgi.p|YarlipO1F2|231915","Biotin synthase (EC 2.8.1.6)","., jgi.p|YarlipO1F2|231915, mRNA_3667, prediction","., jgi.p","YarlipO1F2","231915, mRNA_3667, prediction","mRNA_3667","prediction"
"4014",231917,2866,NA,NA,NA,NA,NA,NA,"KOG1286","Amino acid transporters","Amino acid transport and metabolism",NA,NA,3715,"RYLPO22473","jgi.p|YarlipO1F2|231917","Proline-specific permease","., jgi.p|YarlipO1F2|231917, mRNA_3668, prediction","., jgi.p","YarlipO1F2","231917, mRNA_3668, prediction","mRNA_3668","prediction"
"4015",231919,2867,"6.3.2.19","Ubiquitin--protein ligase.","\N",NA,NA,NA,"KOG0941","E3 ubiquitin protein ligase","Posttranslational modification, protein turnover, chaperones",NA,NA,3725,"RYLPO22534","jgi.p|YarlipO1F2|231919","HECT-domain ubiquitin--protein ligase E3 (EC 6.3.2.-)","., jgi.p|YarlipO1F2|231919, mRNA_3669, prediction","., jgi.p","YarlipO1F2","231919, mRNA_3669, prediction","mRNA_3669","prediction"
"4016",231921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730,"RYLPO22564","jgi.p|YarlipO1F2|231921",NA,"., jgi.p|YarlipO1F2|231921, mRNA_3670, prediction","., jgi.p","YarlipO1F2","231921, mRNA_3670, prediction","mRNA_3670","prediction"
"4017",231923,2868,NA,NA,NA,NA,NA,NA,"KOG0637","Sucrose transporter and related proteins","Carbohydrate transport and metabolism",NA,NA,3735,"RYLPO22589","jgi.p|YarlipO1F2|231923",NA,"., jgi.p|YarlipO1F2|231923, mRNA_3671, prediction","., jgi.p","YarlipO1F2","231923, mRNA_3671, prediction","mRNA_3671","prediction"
"4018",231925,2869,"6.3.2.19","Ubiquitin--protein ligase.","\N",NA,NA,NA,"KOG1729","FYVE finger containing protein","General function prediction only",NA,NA,3739,"RYLPO22611","jgi.p|YarlipO1F2|231925","Membrane-associated ubiquitin-protein ligase (EC 6.3.2.19) / Phosphatidylinositol(3)-phosphate binding protein","., jgi.p|YarlipO1F2|231925, mRNA_3672, prediction","., jgi.p","YarlipO1F2","231925, mRNA_3672, prediction","mRNA_3672","prediction"
"4019",231926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3743,"RYLPO22636","jgi.p|YarlipO1F2|231926",NA,"., jgi.p|YarlipO1F2|231926, mRNA_3673, prediction","., jgi.p","YarlipO1F2","231926, mRNA_3673, prediction","mRNA_3673","prediction"
"4020",231928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3748,"RYLPO22668","jgi.p|YarlipO1F2|231928",NA,"., jgi.p|YarlipO1F2|231928, mRNA_3674, prediction","., jgi.p","YarlipO1F2","231928, mRNA_3674, prediction","mRNA_3674","prediction"
"4021",231929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3750,"RYLPO22681","jgi.p|YarlipO1F2|231929",NA,"., jgi.p|YarlipO1F2|231929, mRNA_3675, prediction","., jgi.p","YarlipO1F2","231929, mRNA_3675, prediction","mRNA_3675","prediction"
"4022",231930,2870,"3.2.1.28","Alpha,alpha-trehalase.","Starch and sucrose metabolism",NA,NA,NA,"KOG0602","Neutral trehalase","Carbohydrate transport and metabolism",NA,NA,3751,"RYLPO22687","jgi.p|YarlipO1F2|231930","Trehalase (EC 3.2.1.28)","., jgi.p|YarlipO1F2|231930, mRNA_3676, prediction","., jgi.p","YarlipO1F2","231930, mRNA_3676, prediction","mRNA_3676","prediction"
"4023",231931,2871,"6.1.1.15","Proline--tRNA ligase.","Aminoacyl-tRNA biosynthesis, Arginine and proline metabolism",NA,NA,NA,"KOG2324","Prolyl-tRNA synthetase","Translation, ribosomal structure and biogenesis",NA,NA,3757,"RYLPO22722","jgi.p|YarlipO1F2|231931","Prolyl-tRNA synthetase (EC 6.1.1.15)","., jgi.p|YarlipO1F2|231931, mRNA_3677, prediction","., jgi.p","YarlipO1F2","231931, mRNA_3677, prediction","mRNA_3677","prediction"
"4024",231932,2872,NA,NA,NA,NA,NA,NA,"KOG0961","Predicted Zn2+-dependent endopeptidase, insulinase superfamily","Posttranslational modification, protein turnover, chaperones",NA,NA,3762,"RYLPO22752","jgi.p|YarlipO1F2|231932",NA,"., jgi.p|YarlipO1F2|231932, mRNA_3678, prediction","., jgi.p","YarlipO1F2","231932, mRNA_3678, prediction","mRNA_3678","prediction"
"4025",231936,2873,NA,NA,NA,NA,NA,NA,"KOG4476","Gluconate transport-inducing protein","Carbohydrate transport and metabolism , Signal transduction mechanisms",NA,NA,3773,"RYLPO22820","jgi.p|YarlipO1F2|231936",NA,"., jgi.p|YarlipO1F2|231936, mRNA_3679, prediction","., jgi.p","YarlipO1F2","231936, mRNA_3679, prediction","mRNA_3679","prediction"
"4026",231940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3784,"RYLPO22884","jgi.p|YarlipO1F2|231940",NA,"., jgi.p|YarlipO1F2|231940, mRNA_3682, prediction","., jgi.p","YarlipO1F2","231940, mRNA_3682, prediction","mRNA_3682","prediction"
"4027",231943,2874,NA,NA,NA,NA,NA,NA,"KOG0108","mRNA cleavage and polyadenylation factor I complex, subunit RNA15","RNA processing and modification",NA,NA,3787,"RYLPO22903","jgi.p|YarlipO1F2|231943","RNA binding protein","., jgi.p|YarlipO1F2|231943, mRNA_3683, prediction","., jgi.p","YarlipO1F2","231943, mRNA_3683, prediction","mRNA_3683","prediction"
"4028",231944,2875,NA,NA,NA,NA,NA,NA,"KOG2929","Transcription factor, component of CCR4 transcriptional complex","Transcription",NA,NA,3794,"RYLPO22946","jgi.p|YarlipO1F2|231944","Aminomethyltransferase (EC 2.1.2.10)","., jgi.p|YarlipO1F2|231944, mRNA_3684, prediction","., jgi.p","YarlipO1F2","231944, mRNA_3684, prediction","mRNA_3684","prediction"
"4029",231950,2876,NA,NA,NA,NA,NA,NA,"KOG4719","Nuclear pore complex protein","Intracellular trafficking, secretion, and vesicular transport , Nuclear structure",NA,NA,3801,"RYLPO22985","jgi.p|YarlipO1F2|231950",NA,"., jgi.p|YarlipO1F2|231950, mRNA_3687, prediction","., jgi.p","YarlipO1F2","231950, mRNA_3687, prediction","mRNA_3687","prediction"
"4030",231959,2877,NA,NA,NA,NA,NA,NA,"KOG1981","SOK1 kinase belonging to the STE20/SPS1/GC kinase family","Signal transduction mechanisms",NA,NA,3826,"RYLPO23140","jgi.p|YarlipO1F2|231959","SOK1 protein","., jgi.p|YarlipO1F2|231959, mRNA_3688, prediction","., jgi.p","YarlipO1F2","231959, mRNA_3688, prediction","mRNA_3688","prediction"
"4031",231985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880,"RYLPO23454","jgi.p|YarlipO1F2|231985",NA,"., jgi.p|YarlipO1F2|231985, mRNA_3693, prediction","., jgi.p","YarlipO1F2","231985, mRNA_3693, prediction","mRNA_3693","prediction"
"4032",232007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3893,"RYLPO23526","jgi.p|YarlipO1F2|232007",NA,"., jgi.p|YarlipO1F2|232007, mRNA_3694, prediction","., jgi.p","YarlipO1F2","232007, mRNA_3694, prediction","mRNA_3694","prediction"
"4033",232013,2878,NA,NA,NA,NA,NA,NA,"KOG1258","mRNA processing protein","RNA processing and modification",NA,NA,3915,"RYLPO23655","jgi.p|YarlipO1F2|232013","Pre-mRNA processing protein PRP39","., jgi.p|YarlipO1F2|232013, mRNA_3698, prediction","., jgi.p","YarlipO1F2","232013, mRNA_3698, prediction","mRNA_3698","prediction"
"4034",232014,2879,"1.6.99.1","NADPH dehydrogenase.","\N",NA,NA,NA,"KOG0134","NADH:flavin oxidoreductase/12-oxophytodienoate reductase","Energy production and conversion , General function prediction only",NA,NA,3921,"RYLPO23694","jgi.p|YarlipO1F2|232014","NADPH dehydrogenase (EC 1.6.99.1)","., jgi.p|YarlipO1F2|232014, mRNA_3699, prediction","., jgi.p","YarlipO1F2","232014, mRNA_3699, prediction","mRNA_3699","prediction"
"4035",232016,2880,NA,NA,NA,NA,NA,NA,"KOG0467","Translation elongation factor 2/ribosome biogenesis protein RIA1 and related proteins","Translation, ribosomal structure and biogenesis",NA,NA,3930,"RYLPO23748","jgi.p|YarlipO1F2|232016","Protein Translation Elongation factor 2 (EF-2)","., jgi.p|YarlipO1F2|232016, mRNA_3701, prediction","., jgi.p","YarlipO1F2","232016, mRNA_3701, prediction","mRNA_3701","prediction"
"4036",232017,2881,NA,NA,NA,NA,NA,NA,"KOG2141","Protein involved in high osmolarity signaling pathway","Signal transduction mechanisms",NA,NA,3936,"RYLPO23784","jgi.p|YarlipO1F2|232017","Hypothetical protein","., jgi.p|YarlipO1F2|232017, mRNA_3702, prediction","., jgi.p","YarlipO1F2","232017, mRNA_3702, prediction","mRNA_3702","prediction"
"4037",232018,2882,"3.4.19.12","Ubiquitinyl hydrolase 1.","\N",NA,NA,NA,"KOG1863","Ubiquitin carboxyl-terminal hydrolase","Posttranslational modification, protein turnover, chaperones",NA,NA,3944,"RYLPO23835","jgi.p|YarlipO1F2|232018","Ubiquitin carboxyl-terminal hydrolase (EC 3.1.2.15)","., jgi.p|YarlipO1F2|232018, mRNA_3703, prediction","., jgi.p","YarlipO1F2","232018, mRNA_3703, prediction","mRNA_3703","prediction"
"4038",232020,2883,NA,NA,NA,NA,NA,NA,"KOG2214","Predicted esterase of the alpha-beta hydrolase superfamily","General function prediction only",NA,NA,3968,"RYLPO23986","jgi.p|YarlipO1F2|232020","Hypothetical protein","., jgi.p|YarlipO1F2|232020, mRNA_3705, prediction","., jgi.p","YarlipO1F2","232020, mRNA_3705, prediction","mRNA_3705","prediction"
"4039",232021,2884,NA,NA,NA,NA,NA,NA,"KOG0011","Nucleotide excision repair factor NEF2, RAD23 component","Replication, recombination and repair",NA,NA,3979,"RYLPO24056","jgi.p|YarlipO1F2|232021",NA,"., jgi.p|YarlipO1F2|232021, mRNA_3706, prediction","., jgi.p","YarlipO1F2","232021, mRNA_3706, prediction","mRNA_3706","prediction"
"4040",232022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3982,"RYLPO24075","jgi.p|YarlipO1F2|232022",NA,"., jgi.p|YarlipO1F2|232022, mRNA_3707, prediction","., jgi.p","YarlipO1F2","232022, mRNA_3707, prediction","mRNA_3707","prediction"
"4041",232026,2885,"6.1.1.20","Phenylalanine--tRNA ligase.","Aminoacyl-tRNA biosynthesis, Phenylalanine, tyrosine and tryptophan biosynthesis",NA,NA,NA,"KOG2784","Phenylalanyl-tRNA synthetase, beta subunit","Translation, ribosomal structure and biogenesis",NA,NA,4015,"RYLPO24272","jgi.p|YarlipO1F2|232026","Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)","., jgi.p|YarlipO1F2|232026, mRNA_3712, prediction","., jgi.p","YarlipO1F2","232026, mRNA_3712, prediction","mRNA_3712","prediction"
"4042",232041,2886,NA,NA,NA,NA,NA,NA,"KOG3388","Predicted transcription regulator/nuclease, contains ParB domain","Replication, recombination and repair",NA,NA,4049,"RYLPO24484","jgi.p|YarlipO1F2|232041","Stress induced protein SRX1","., jgi.p|YarlipO1F2|232041, mRNA_3717, prediction","., jgi.p","YarlipO1F2","232041, mRNA_3717, prediction","mRNA_3717","prediction"
"4043",232043,2887,"1.1.1.37","Malate dehydrogenase.","Citrate cycle (TCA cycle), Reductive carboxylate cycle (CO2 fixation), Carbon fixation, Glyoxylate and dicarboxylate metabolism, Pyruvate metabolism",NA,NA,NA,"KOG1494","NAD-dependent malate dehydrogenase","Energy production and conversion",NA,NA,4053,"RYLPO24511","jgi.p|YarlipO1F2|232043","Malate dehydrogenase (EC 1.1.1.37)","., jgi.p|YarlipO1F2|232043, mRNA_3719, prediction","., jgi.p","YarlipO1F2","232043, mRNA_3719, prediction","mRNA_3719","prediction"
"4044",232048,2888,NA,NA,NA,NA,NA,NA,"KOG1967","DNA repair/transcription protein Mms19","Transcription , Replication, recombination and repair",NA,NA,4063,"RYLPO24567","jgi.p|YarlipO1F2|232048","DNA repair/transcription protein MET18/MMS19","., jgi.p|YarlipO1F2|232048, mRNA_3723, prediction","., jgi.p","YarlipO1F2","232048, mRNA_3723, prediction","mRNA_3723","prediction"
"4045",232050,2889,NA,NA,NA,NA,NA,NA,"KOG0668","Casein kinase II, alpha subunit","Cell cycle control, cell division, chromosome partitioning , Transcription , Signal transduction mechanisms",NA,NA,4071,"RYLPO24618","jgi.p|YarlipO1F2|232050","Casein kinase II, alpha' chain (CK II) (EC 2.7.11.1)","., jgi.p|YarlipO1F2|232050, mRNA_3724, prediction","., jgi.p","YarlipO1F2","232050, mRNA_3724, prediction","mRNA_3724","prediction"
"4046",232052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4076,"RYLPO24648","jgi.p|YarlipO1F2|232052",NA,"., jgi.p|YarlipO1F2|232052, mRNA_3725, prediction","., jgi.p","YarlipO1F2","232052, mRNA_3725, prediction","mRNA_3725","prediction"
"4047",232076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4159,"RYLPO25147","jgi.p|YarlipO1F2|232076",NA,"., jgi.p|YarlipO1F2|232076, mRNA_3742, prediction","., jgi.p","YarlipO1F2","232076, mRNA_3742, prediction","mRNA_3742","prediction"
"4048",232077,2890,NA,NA,NA,NA,NA,NA,"KOG0728","26S proteasome regulatory complex, ATPase RPT6","Posttranslational modification, protein turnover, chaperones",NA,NA,4163,"RYLPO25170","jgi.p|YarlipO1F2|232077","19S/PA700 proteasome regulatory particle subunit Rpt6p/S8 (EC 3.6.1.3)","., jgi.p|YarlipO1F2|232077, mRNA_3743, prediction","., jgi.p","YarlipO1F2","232077, mRNA_3743, prediction","mRNA_3743","prediction"
"4049",232089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4207,"RYLPO25432","jgi.p|YarlipO1F2|232089",NA,"., jgi.p|YarlipO1F2|232089, mRNA_3752, prediction","., jgi.p","YarlipO1F2","232089, mRNA_3752, prediction","mRNA_3752","prediction"
"4050",232094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4223,"RYLPO25527","jgi.p|YarlipO1F2|232094","Hypothetical protein","., jgi.p|YarlipO1F2|232094, mRNA_3756, prediction","., jgi.p","YarlipO1F2","232094, mRNA_3756, prediction","mRNA_3756","prediction"
"4051",232097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4232,"RYLPO25584","jgi.p|YarlipO1F2|232097",NA,"., jgi.p|YarlipO1F2|232097, mRNA_3758, prediction","., jgi.p","YarlipO1F2","232097, mRNA_3758, prediction","mRNA_3758","prediction"
"4052",232099,2891,NA,NA,NA,NA,NA,NA,"KOG2214","Predicted esterase of the alpha-beta hydrolase superfamily","General function prediction only",NA,NA,4237,"RYLPO25614","jgi.p|YarlipO1F2|232099","Patatin phospholipase family protein","., jgi.p|YarlipO1F2|232099, mRNA_3759, prediction","., jgi.p","YarlipO1F2","232099, mRNA_3759, prediction","mRNA_3759","prediction"
"4053",232112,2892,NA,NA,NA,NA,NA,NA,"KOG1242","Protein containing adaptin N-terminal region","Translation, ribosomal structure and biogenesis",NA,NA,4280,"RYLPO25876","jgi.p|YarlipO1F2|232112","Translational activator GCN1","., jgi.p|YarlipO1F2|232112, mRNA_3769, prediction","., jgi.p","YarlipO1F2","232112, mRNA_3769, prediction","mRNA_3769","prediction"
"4054",232126,2893,"3.1.1.-","Carboxylic ester hydrolases.","2,4-Dichlorobenzoate degradation, Pentose and glucuronate interconversions, Butanoate metabolism",NA,NA,NA,"KOG4409","Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily)","General function prediction only",NA,NA,4345,"RYLPO26270","jgi.p|YarlipO1F2|232126","Acetyltransferase (EC 2.3.1.-)","., jgi.p|YarlipO1F2|232126, mRNA_3775, prediction","., jgi.p","YarlipO1F2","232126, mRNA_3775, prediction","mRNA_3775","prediction"
"4055",232128,2894,"6.2.1.3","Long-chain-fatty-acid--CoA ligase.","Fatty acid metabolism",NA,NA,NA,"KOG1180","Acyl-CoA synthetase","Lipid transport and metabolism",NA,NA,4352,"RYLPO26313","jgi.p|YarlipO1F2|232128","Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)","., jgi.p|YarlipO1F2|232128, mRNA_3776, prediction","., jgi.p","YarlipO1F2","232128, mRNA_3776, prediction","mRNA_3776","prediction"
"4056",232132,2895,NA,NA,NA,NA,NA,NA,"KOG0845","Nuclear pore complex, Nup98 component (sc Nup145/Nup100/Nup116)","Intracellular trafficking, secretion, and vesicular transport , Nuclear structure",NA,NA,4361,"RYLPO26372","jgi.p|YarlipO1F2|232132","Nucleoporin NUP145","., jgi.p|YarlipO1F2|232132, mRNA_3777, prediction","., jgi.p","YarlipO1F2","232132, mRNA_3777, prediction","mRNA_3777","prediction"
"4057",232134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4368,"RYLPO26416","jgi.p|YarlipO1F2|232134",NA,"., jgi.p|YarlipO1F2|232134, mRNA_3778, prediction","., jgi.p","YarlipO1F2","232134, mRNA_3778, prediction","mRNA_3778","prediction"
"4058",232143,2896,NA,NA,NA,NA,NA,NA,"KOG0381","HMG box-containing protein","General function prediction only",NA,NA,4398,"RYLPO26585","jgi.p|YarlipO1F2|232143",NA,"., jgi.p|YarlipO1F2|232143, mRNA_3783, prediction","., jgi.p","YarlipO1F2","232143, mRNA_3783, prediction","mRNA_3783","prediction"
"4059",232144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4405,"RYLPO26628","jgi.p|YarlipO1F2|232144",NA,"., jgi.p|YarlipO1F2|232144, mRNA_3785, prediction","., jgi.p","YarlipO1F2","232144, mRNA_3785, prediction","mRNA_3785","prediction"
"4060",232154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4440,"RYLPO26831","jgi.p|YarlipO1F2|232154",NA,"., jgi.p|YarlipO1F2|232154, mRNA_3790, prediction","., jgi.p","YarlipO1F2","232154, mRNA_3790, prediction","mRNA_3790","prediction"
"4061",232163,2897,"3.1.26.-","Endoribonucleases producing 5'-phosphomonoesters.","\N",NA,NA,NA,"KOG3769","Ribonuclease III domain proteins","Translation, ribosomal structure and biogenesis",NA,NA,4470,"RYLPO27005","jgi.p|YarlipO1F2|232163","LSU ribosomal protein MRPL3","., jgi.p|YarlipO1F2|232163, mRNA_3795, prediction","., jgi.p","YarlipO1F2","232163, mRNA_3795, prediction","mRNA_3795","prediction"
"4062",232165,2898,NA,NA,NA,NA,NA,NA,"KOG1816","Ubiquitin fusion-degradation protein","Posttranslational modification, protein turnover, chaperones",NA,NA,4477,"RYLPO27044","jgi.p|YarlipO1F2|232165","Ubiquitin fusion degradation protein 1","., jgi.p|YarlipO1F2|232165, mRNA_3797, prediction","., jgi.p","YarlipO1F2","232165, mRNA_3797, prediction","mRNA_3797","prediction"
"4063",232166,2899,NA,NA,NA,NA,NA,NA,"KOG1384","tRNA delta(2)-isopentenylpyrophosphate transferase","Translation, ribosomal structure and biogenesis",NA,NA,4480,"RYLPO27062","jgi.p|YarlipO1F2|232166","tRNA delta(2)-isopentenylpyrophosphate transferase (EC 2.5.1.75)","., jgi.p|YarlipO1F2|232166, mRNA_3798, prediction","., jgi.p","YarlipO1F2","232166, mRNA_3798, prediction","mRNA_3798","prediction"
"4064",232167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4483,"RYLPO27079","jgi.p|YarlipO1F2|232167",NA,"., jgi.p|YarlipO1F2|232167, mRNA_3799, prediction","., jgi.p","YarlipO1F2","232167, mRNA_3799, prediction","mRNA_3799","prediction"
"4065",232170,2900,"2.7.7.15","Cholinephosphate cytidylyltransferase.","Glycerolipid metabolism, Aminophosphonate metabolism",NA,NA,NA,"KOG2804","Phosphorylcholine transferase/cholinephosphate cytidylyltransferase","Lipid transport and metabolism",NA,NA,4491,"RYLPO27130","jgi.p|YarlipO1F2|232170","Cholinephosphate cytidylyltransferase (EC 2.7.7.15)","., jgi.p|YarlipO1F2|232170, mRNA_3800, prediction","., jgi.p","YarlipO1F2","232170, mRNA_3800, prediction","mRNA_3800","prediction"
"4066",232173,2901,NA,NA,NA,NA,NA,NA,"KOG3772","M-phase inducer phosphatase","Cell cycle control, cell division, chromosome partitioning",NA,NA,4496,"RYLPO27158","jgi.p|YarlipO1F2|232173","Arsenate reductase (EC 1.20.4.1)","., jgi.p|YarlipO1F2|232173, mRNA_3801, prediction","., jgi.p","YarlipO1F2","232173, mRNA_3801, prediction","mRNA_3801","prediction"
"4067",232178,2902,NA,NA,NA,NA,NA,NA,"KOG2563","Permease of the major facilitator superfamily","General function prediction only",NA,NA,4513,"RYLPO27261","jgi.p|YarlipO1F2|232178","Transporter, MFS family","., jgi.p|YarlipO1F2|232178, mRNA_3804, prediction","., jgi.p","YarlipO1F2","232178, mRNA_3804, prediction","mRNA_3804","prediction"
"4068",232180,2903,"3.2.1.21","Beta-glucosidase.","Starch and sucrose metabolism, Cyanoamino acid metabolism, Flavonoids, stilbene and lignin biosynthesis",NA,NA,NA,NA,NA,NA,NA,NA,4519,"RYLPO27298","jgi.p|YarlipO1F2|232180","Beta-glucosidase (EC 3.2.1.21)","., jgi.p|YarlipO1F2|232180, mRNA_3805, prediction","., jgi.p","YarlipO1F2","232180, mRNA_3805, prediction","mRNA_3805","prediction"
"4069",232186,2904,"3.1.4.12","Sphingomyelin phosphodiesterase.","Sphingophospholipid biosynthesis",NA,NA,NA,"KOG3873","Sphingomyelinase family protein","Signal transduction mechanisms",NA,NA,4537,"RYLPO27408","jgi.p|YarlipO1F2|232186","Inositol phosphosphingolipids phospholipase C (EC 3.1.4.-)","., jgi.p|YarlipO1F2|232186, mRNA_3808, prediction","., jgi.p","YarlipO1F2","232186, mRNA_3808, prediction","mRNA_3808","prediction"
"4070",232190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4544,"RYLPO27451","jgi.p|YarlipO1F2|232190",NA,"., jgi.p|YarlipO1F2|232190, mRNA_3810, prediction","., jgi.p","YarlipO1F2","232190, mRNA_3810, prediction","mRNA_3810","prediction"
"4071",232195,2905,NA,NA,NA,NA,NA,NA,"KOG1914","mRNA cleavage and polyadenylation factor I complex, subunit RNA14","RNA processing and modification",NA,NA,4564,"RYLPO27568","jgi.p|YarlipO1F2|232195","Cleavage and polyadenylation factor CF-IA component RNA14","., jgi.p|YarlipO1F2|232195, mRNA_3815, prediction","., jgi.p","YarlipO1F2","232195, mRNA_3815, prediction","mRNA_3815","prediction"
"4072",232207,2906,NA,NA,NA,NA,NA,NA,"KOG2425","Nuclear protein involved in cell morphogenesis and cell surface growth","General function prediction only",NA,NA,4603,"RYLPO27819","jgi.p|YarlipO1F2|232207","Hydroxyacylglutathione hydrolase (EC 3.1.2.6)","., jgi.p|YarlipO1F2|232207, mRNA_3820, prediction","., jgi.p","YarlipO1F2","232207, mRNA_3820, prediction","mRNA_3820","prediction"
"4073",232215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4625,"RYLPO27956","jgi.p|YarlipO1F2|232215",NA,"., jgi.p|YarlipO1F2|232215, mRNA_3826, prediction","., jgi.p","YarlipO1F2","232215, mRNA_3826, prediction","mRNA_3826","prediction"
"4074",232216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4627,"RYLPO27968","jgi.p|YarlipO1F2|232216",NA,"., jgi.p|YarlipO1F2|232216, mRNA_3827, prediction","., jgi.p","YarlipO1F2","232216, mRNA_3827, prediction","mRNA_3827","prediction"
"4075",232219,2907,NA,NA,NA,NA,NA,NA,"KOG3336","Predicted member of the intramitochondrial sorting protein family","Intracellular trafficking, secretion, and vesicular transport",NA,NA,4633,"RYLPO28003","jgi.p|YarlipO1F2|232219",NA,"., jgi.p|YarlipO1F2|232219, mRNA_3828, prediction","., jgi.p","YarlipO1F2","232219, mRNA_3828, prediction","mRNA_3828","prediction"
"4076",232226,2908,NA,NA,NA,NA,NA,NA,"KOG1703","Adaptor protein Enigma and related PDZ-LIM proteins","Signal transduction mechanisms , Cytoskeleton",NA,NA,4654,"RYLPO28130","jgi.p|YarlipO1F2|232226",NA,"., jgi.p|YarlipO1F2|232226, mRNA_3830, prediction","., jgi.p","YarlipO1F2","232226, mRNA_3830, prediction","mRNA_3830","prediction"
"4077",232232,2909,NA,NA,NA,NA,NA,NA,"KOG3140","Predicted membrane protein","Function unknown",NA,NA,4675,"RYLPO28262","jgi.p|YarlipO1F2|232232","Hypothetical membrane spanning protein","., jgi.p|YarlipO1F2|232232, mRNA_3833, prediction","., jgi.p","YarlipO1F2","232232, mRNA_3833, prediction","mRNA_3833","prediction"
"4078",232234,2910,NA,NA,NA,NA,NA,NA,"KOG0725","Reductases with broad range of substrate specificities","General function prediction only",NA,NA,4682,"RYLPO28305","jgi.p|YarlipO1F2|232234","L-xylulose reductase (EC 1.1.1.10)","., jgi.p|YarlipO1F2|232234, mRNA_3834, prediction","., jgi.p","YarlipO1F2","232234, mRNA_3834, prediction","mRNA_3834","prediction"
"4079",232235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4684,"RYLPO28317","jgi.p|YarlipO1F2|232235",NA,"., jgi.p|YarlipO1F2|232235, mRNA_3835, prediction","., jgi.p","YarlipO1F2","232235, mRNA_3835, prediction","mRNA_3835","prediction"
"4080",232240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4696,"RYLPO28390","jgi.p|YarlipO1F2|232240",NA,"., jgi.p|YarlipO1F2|232240, mRNA_3839, prediction","., jgi.p","YarlipO1F2","232240, mRNA_3839, prediction","mRNA_3839","prediction"
"4081",232241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4700,"RYLPO28415","jgi.p|YarlipO1F2|232241",NA,"., jgi.p|YarlipO1F2|232241, mRNA_3840, prediction","., jgi.p","YarlipO1F2","232241, mRNA_3840, prediction","mRNA_3840","prediction"
"4082",232242,2911,NA,NA,NA,NA,NA,NA,"KOG1983","Tomosyn and related SNARE-interacting proteins","Intracellular trafficking, secretion, and vesicular transport",NA,NA,4704,"RYLPO28437","jgi.p|YarlipO1F2|232242",NA,"., jgi.p|YarlipO1F2|232242, mRNA_3841, prediction","., jgi.p","YarlipO1F2","232242, mRNA_3841, prediction","mRNA_3841","prediction"
"4083",232244,2912,NA,NA,NA,NA,NA,NA,"KOG3154","Uncharacterized conserved protein","Function unknown",NA,NA,4710,"RYLPO28474","jgi.p|YarlipO1F2|232244",NA,"., jgi.p|YarlipO1F2|232244, mRNA_3842, prediction","., jgi.p","YarlipO1F2","232244, mRNA_3842, prediction","mRNA_3842","prediction"
"4084",232247,2913,NA,NA,NA,NA,NA,NA,"KOG3780","Thioredoxin binding protein TBP-2/VDUP1","General function prediction only",NA,NA,4721,"RYLPO28539","jgi.p|YarlipO1F2|232247","RIM101 proteolytic activator (RIM8)","., jgi.p|YarlipO1F2|232247, mRNA_3844, prediction","., jgi.p","YarlipO1F2","232247, mRNA_3844, prediction","mRNA_3844","prediction"
