"Feature","Record Id","Function","Aliases","Cont R1","Cont R2","Cont R3","Low FE R1","Low FE R2","Low FE R3","Low N R1","Low N R2","Low N R3","Salt R1","Salt R2","Salt R3"
"RDEBH14288","jgi.p|Debha1|4498","","., jgi.p|Debha1|4498, mRNA_4498, prediction","1264","2752","1261","2224","2478","1168","826","1449","1027","2936","769","1247"
"RDEBH14301","jgi.p|Debha1|4499","Metal homeostatis protein BSD2","., jgi.p|Debha1|4499, mRNA_4499, prediction","997","1849","957","1577","1688","785","600","1231","754","3226","828","1606"
"RDEBH01281","jgi.p|Debha1|45","Cystathionine gamma-lyase (EC 4.4.1.1)","., jgi.p|Debha1|45, mRNA_45, prediction","865","1392","790","1505","1588","701","461","702","614","1524","375","740"
"RDEBH13395","jgi.p|Debha1|450","T-complex protein 1, beta subunit","., jgi.p|Debha1|450, mRNA_450, prediction","915","1632","936","1457","1452","670","569","982","764","4990","1090","1997"
"RDEBH14321","jgi.p|Debha1|4500","1-Acyl dihydroxyacetone phosphate reductase (EC 1.1.1.101)","., jgi.p|Debha1|4500, mRNA_4500, prediction","559","689","485","392","416","201","270","576","155","10161","4395","5011"
"RDEBH14333","jgi.p|Debha1|4501","Transcription regulatory protein SNF5","., jgi.p|Debha1|4501, mRNA_4501, prediction","448","620","585","461","503","230","287","607","159","1836","813","843"
"RDEBH14353","jgi.p|Debha1|4502","","., jgi.p|Debha1|4502, mRNA_4502, prediction","491","731","572","516","537","276","310","616","225","1417","594","645"
"RDEBH14405","jgi.p|Debha1|4503","","., jgi.p|Debha1|4503, mRNA_4503, prediction","5","15","6","23","19","14","3","2","4","27","5","3"
"RDEBH14422","jgi.p|Debha1|4504","","., jgi.p|Debha1|4504, mRNA_4504, prediction","0","0","0","4","0","2","1","0","0","4","0","1"
"RDEBH14434","jgi.p|Debha1|4505","Syntaxin","., jgi.p|Debha1|4505, mRNA_4505, prediction","30","40","42","65","45","28","38","56","11","209","100","77"
"RDEBH14438","jgi.p|Debha1|4506","","., jgi.p|Debha1|4506, mRNA_4506, prediction","738","726","831","657","721","340","412","844","199","1604","827","966"
"RDEBH14455","jgi.p|Debha1|4507","Hypothetical protein","., jgi.p|Debha1|4507, mRNA_4507, prediction","196","272","176","343","308","129","97","139","135","1725","284","645"
"RDEBH14480","jgi.p|Debha1|4508","Chloride channel protein","., jgi.p|Debha1|4508, mRNA_4508, prediction","108","236","105","179","195","83","82","115","89","710","156","276"
"RDEBH14517","jgi.p|Debha1|4509","Hypothetical protein","., jgi.p|Debha1|4509, mRNA_4509, prediction","124","83","132","40","34","28","54","76","26","97","36","23"
"RDEBH13415","jgi.p|Debha1|451","Mitochondrial carrier protein","., jgi.p|Debha1|451, mRNA_451, prediction","341","502","359","375","373","157","201","449","167","683","140","357"
"RDEBH14557","jgi.p|Debha1|4510","SSU ribosomal protein L7AE / NHP2-like protein","., jgi.p|Debha1|4510, mRNA_4510, prediction","9700","15367","10831","11712","11849","4613","7272","8337","4403","1554","1046","724"
"RDEBH14577","jgi.p|Debha1|4511","Vacuolar ATP synthase proteolipid subunit (EC 3.6.3.14)","., jgi.p|Debha1|4511, mRNA_4511, prediction","74043","41355","87499","23037","31146","15305","40717","76942","8808","34347","47846","19905"
"RDEBH14594","jgi.p|Debha1|4512","Nucleoporin NUP85","., jgi.p|Debha1|4512, mRNA_4512, prediction","122","120","133","52","52","23","39","95","25","330","107","95"
"RDEBH14623","jgi.p|Debha1|4513","Hypothetical protein","., jgi.p|Debha1|4513, mRNA_4513, prediction","149","118","127","73","71","47","46","96","54","238","83","103"
"RDEBH14673","jgi.p|Debha1|4514","HECT-domain ubiquitin--protein ligase E3 (EC 6.3.2.-)","., jgi.p|Debha1|4514, mRNA_4514, prediction","257","433","279","501","501","168","161","363","147","1479","388","669"
"RDEBH14703","jgi.p|Debha1|4515","Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 1.10.2.2)","., jgi.p|Debha1|4515, mRNA_4515, prediction","11963","28297","13235","21756","21889","9640","7145","13767","8095","12488","3774","6710"
"RDEBH14732","jgi.p|Debha1|4516","","., jgi.p|Debha1|4516, mRNA_4516, prediction","168","254","193","224","264","104","80","147","98","625","278","350"
"RDEBH14752","jgi.p|Debha1|4517","","., jgi.p|Debha1|4517, mRNA_4517, prediction","131","124","122","94","93","48","37","73","46","304","99","172"
"RDEBH14768","jgi.p|Debha1|4518","","., jgi.p|Debha1|4518, mRNA_4518, prediction","2885","3224","2807","3848","3786","1532","1561","2267","883","2152","968","1106"
"RDEBH14785","jgi.p|Debha1|4519","","., jgi.p|Debha1|4519, mRNA_4519, prediction","59","79","62","31","42","28","25","31","22","350","80","132"
"RDEBH13457","jgi.p|Debha1|452","Mitochondrial carrier protein","., jgi.p|Debha1|452, mRNA_452, prediction","293","483","466","321","300","156","193","281","201","535","168","232"
"RDEBH14818","jgi.p|Debha1|4520","Hypothetical protein","., jgi.p|Debha1|4520, mRNA_4520, prediction","69","83","62","86","91","46","31","53","25","268","122","115"
"RDEBH14843","jgi.p|Debha1|4521","","., jgi.p|Debha1|4521, mRNA_4521, prediction","2492","1422","2193","922","1139","458","887","1109","349","796","659","462"
"RDEBH14847","jgi.p|Debha1|4522","GTPase (EC 3.6.1.-)","., jgi.p|Debha1|4522, mRNA_4522, prediction","16361","27467","20450","17764","20555","9241","11117","22543","6920","6759","2550","3213"
"RDEBH14863","jgi.p|Debha1|4523","Cleavage and polyadenylation factor CF-IA component Pcf11","., jgi.p|Debha1|4523, mRNA_4523, prediction","86","121","155","133","135","83","77","107","82","624","169","242"
"RDEBH14900","jgi.p|Debha1|4524","Adenylate kinase (EC 2.7.4.3)","., jgi.p|Debha1|4524, mRNA_4524, prediction","3445","7123","3701","6493","6305","2700","2563","4621","2967","10576","2753","4206"
"RDEBH14920","jgi.p|Debha1|4525","","., jgi.p|Debha1|4525, mRNA_4525, prediction","8","1","8","0","1","0","6","10","4","8","2","2"
"RDEBH14924","jgi.p|Debha1|4526","Hypothetical protein","., jgi.p|Debha1|4526, mRNA_4526, prediction","40","55","54","43","44","18","18","35","21","669","197","239"
"RDEBH14961","jgi.p|Debha1|4527","Hypothetical protein","., jgi.p|Debha1|4527, mRNA_4527, prediction","77","137","76","100","99","37","35","77","62","1651","288","664"
"RDEBH14985","jgi.p|Debha1|4528","NAD-dependent malic enzyme (EC 1.1.1.38)","., jgi.p|Debha1|4528, mRNA_4528, prediction","987","1695","1014","818","926","511","555","868","529","2759","608","1048"
"RDEBH15025","jgi.p|Debha1|4529","Formamidopyrimidine-DNA glycosylase (EC 3.2.2.23)","., jgi.p|Debha1|4529, mRNA_4529, prediction","299","385","279","463","487","171","216","350","160","1087","421","500"
"RDEBH13489","jgi.p|Debha1|453","Hypothetical protein","., jgi.p|Debha1|453, mRNA_453, prediction","135","108","84","94","86","43","59","60","37","155","121","112"
"RDEBH15054","jgi.p|Debha1|4530","SNF7 family protein","., jgi.p|Debha1|4530, mRNA_4530, prediction","190","250","163","332","355","149","135","224","78","1083","376","378"
"RDEBH15074","jgi.p|Debha1|4531","","., jgi.p|Debha1|4531, mRNA_4531, prediction","245","379","236","344","377","155","142","223","195","667","182","294"
"RDEBH15091","jgi.p|Debha1|4532","Hypothetical YL1 superfamily nuclear protein","., jgi.p|Debha1|4532, mRNA_4532, prediction","94","95","94","91","111","59","61","92","32","282","146","129"
"RDEBH15127","jgi.p|Debha1|4533","","., jgi.p|Debha1|4533, mRNA_4533, prediction","1884","2351","1645","1379","1496","552","956","1032","670","905","399","405"
"RDEBH15136","jgi.p|Debha1|4534","","., jgi.p|Debha1|4534, mRNA_4534, prediction","545","383","592","276","300","132","220","403","64","683","418","364"
"RDEBH15156","jgi.p|Debha1|4535","Transporter, MFS superfamily","., jgi.p|Debha1|4535, mRNA_4535, prediction","565","781","541","704","795","367","333","608","281","767","273","367"
"RDEBH15180","jgi.p|Debha1|4536","Hypothetical protein","., jgi.p|Debha1|4536, mRNA_4536, prediction","726","1183","746","1003","1085","487","395","903","358","780","233","348"
"RDEBH15200","jgi.p|Debha1|4537","ATP-dependent RNA helicase (EC 3.6.4.13)","., jgi.p|Debha1|4537, mRNA_4537, prediction","106","124","125","77","83","32","52","94","41","153","41","52"
"RDEBH15232","jgi.p|Debha1|4538","Formate transporter","., jgi.p|Debha1|4538, mRNA_4538, prediction","506","758","634","515","569","279","281","536","250","1904","430","766"
"RDEBH15265","jgi.p|Debha1|4539","DNA repair protein rad18","., jgi.p|Debha1|4539, mRNA_4539, prediction","69","58","64","60","56","28","26","63","29","356","84","145"
"RDEBH13501","jgi.p|Debha1|454","DNA mismatch repair protein PMS1","., jgi.p|Debha1|454, mRNA_454, prediction","21","25","34","27","24","10","22","22","7","128","71","57"
"RDEBH15289","jgi.p|Debha1|4540","","., jgi.p|Debha1|4540, mRNA_4540, prediction","179","242","143","247","265","126","125","163","67","930","387","427"
"RDEBH15341","jgi.p|Debha1|4541","Pyridoxine kinase (EC 2.7.1.35)","., jgi.p|Debha1|4541, mRNA_4541, prediction","4081","3237","4899","1878","2338","1147","2394","6005","754","2148","1987","1124"
"RDEBH15361","jgi.p|Debha1|4542","Lipase CVT17 (EC 3.1.1.-)","., jgi.p|Debha1|4542, mRNA_4542, prediction","3761","5458","4323","3519","4436","2310","2429","5032","1474","3480","1704","2215"
"RDEBH15385","jgi.p|Debha1|4543","Hypothetical membrane spanning protein","., jgi.p|Debha1|4543, mRNA_4543, prediction","22291","30796","25833","19339","24520","11263","13694","32883","8130","13786","7889","6645"
"RDEBH15406","jgi.p|Debha1|4544","Serine/threonine-protein kinase PTK2/STK2 (EC 2.7.1.-)","., jgi.p|Debha1|4544, mRNA_4544, prediction","563","970","561","787","772","330","349","530","358","3333","950","1486"
"RDEBH15443","jgi.p|Debha1|4545","LSU ribosomal protein L32E","., jgi.p|Debha1|4545, mRNA_4545, prediction","61573","74284","60705","51198","56445","23258","39529","67013","20269","15196","6788","7776"
"RDEBH15469","jgi.p|Debha1|4546","Hypothetical protein","., jgi.p|Debha1|4546, mRNA_4546, prediction","144","165","123","103","109","51","55","83","62","363","121","158"
"RDEBH15583","jgi.p|Debha1|4547","","., jgi.p|Debha1|4547, mRNA_4547, prediction","365","621","377","500","517","246","233","425","206","565","202","239"
"RDEBH15600","jgi.p|Debha1|4548","","., jgi.p|Debha1|4548, mRNA_4548, prediction","1177","1460","1298","1525","1532","680","880","1757","503","3385","1219","1599"
"RDEBH15630","jgi.p|Debha1|4549","","., jgi.p|Debha1|4549, mRNA_4549, prediction","183","398","249","340","310","164","111","180","193","1521","293","751"
"RDEBH13546","jgi.p|Debha1|455","Transcriptional regulator","., jgi.p|Debha1|455, mRNA_455, prediction","29","47","48","47","37","19","13","25","17","282","95","101"
"RDEBH15655","jgi.p|Debha1|4550","Protein Translation Initiation Factor 5A (IF-5A)","., jgi.p|Debha1|4550, mRNA_4550, prediction","112445","114334","130944","69534","85436","38081","63034","135966","28031","32531","19410","16320"
"RDEBH15680","jgi.p|Debha1|4551","Hypothetical protein","0, gene_4551, jgi.p|Debha1|4551, prediction","182","390","221","330","363","186","163","276","144","1389","389","596"
"RDEBH15726","jgi.p|Debha1|4552","Hypothetical protein","., jgi.p|Debha1|4552, mRNA_4552, prediction","80","69","56","67","60","13","45","61","18","210","96","82"
"RDEBH15774","jgi.p|Debha1|4553","Hypothetical protein","., jgi.p|Debha1|4553, mRNA_4553, prediction","1947","3239","1849","2334","2540","1200","1091","1911","1515","8645","2213","3443"
"RDEBH15794","jgi.p|Debha1|4554","DNA polymerase gamma (EC 2.7.7.7)","., jgi.p|Debha1|4554, mRNA_4554, prediction","121","125","116","56","78","43","57","133","50","499","171","205"
"RDEBH15891","jgi.p|Debha1|4555","Transporter, MFS superfamily","., jgi.p|Debha1|4555, mRNA_4555, prediction","153","323","100","220","254","126","78","156","140","1175","139","406"
"RDEBH15955","jgi.p|Debha1|4556","","., jgi.p|Debha1|4556, mRNA_4556, prediction","0","1","0","2","1","0","0","2","0","14","3","12"
"RDEBH15979","jgi.p|Debha1|4557","","., jgi.p|Debha1|4557, mRNA_4557, prediction","21","24","25","16","18","11","6","22","21","122","35","56"
"RDEBH16008","jgi.p|Debha1|4558","","., jgi.p|Debha1|4558, mRNA_4558, prediction","94","190","142","180","208","95","79","101","78","663","233","241"
"RDEBH16024","jgi.p|Debha1|4559","Hypothetical protein","., jgi.p|Debha1|4559, mRNA_4559, prediction","194","417","168","320","363","171","113","176","178","877","177","413"
"RDEBH13609","jgi.p|Debha1|456","Transcriptional regulator","., jgi.p|Debha1|456, mRNA_456, prediction","139","136","116","106","106","56","73","148","47","829","222","332"
"RDEBH16044","jgi.p|Debha1|4560","","., jgi.p|Debha1|4560, mRNA_4560, prediction","309","551","292","479","558","280","137","390","252","1340","332","584"
"RDEBH16072","jgi.p|Debha1|4561","","., jgi.p|Debha1|4561, mRNA_4561, prediction","0","3","3","2","2","1","2","3","0","4","2","1"
"RDEBH16084","jgi.p|Debha1|4562","","., jgi.p|Debha1|4562, mRNA_4562, prediction","1456","3823","1770","1638","2016","1287","824","1968","1437","7624","2393","2867"
"RDEBH16105","jgi.p|Debha1|4563","LSU ribosomal protein L44E","., jgi.p|Debha1|4563, mRNA_4563, prediction","122988","91811","121265","66647","78174","32702","80055","120171","23356","10256","14085","7699"
"RDEBH16130","jgi.p|Debha1|4564","Serine/threonine-protein kinase CBK1 (EC 2.7.1.-)","., jgi.p|Debha1|4564, mRNA_4564, prediction","967","1384","1058","1267","1201","571","477","1248","343","2517","1018","1185"
"RDEBH16166","jgi.p|Debha1|4565","Hypothetical membrane spanning protein","., jgi.p|Debha1|4565, mRNA_4565, prediction","4678","7388","5917","4196","4815","2261","2124","3920","2014","24109","6154","11232"
"RDEBH16194","jgi.p|Debha1|4566","","., jgi.p|Debha1|4566, mRNA_4566, prediction","69","64","67","98","78","37","28","52","30","381","129","156"
"RDEBH16235","jgi.p|Debha1|4567","mRNA cap-binding protein complex STO1 component","., jgi.p|Debha1|4567, mRNA_4567, prediction","111","74","116","52","41","23","35","48","25","230","131","78"
"RDEBH16288","jgi.p|Debha1|4568","ABC transporter ATP-binding protein","., jgi.p|Debha1|4568, mRNA_4568, prediction","166","231","196","212","219","105","145","124","103","847","237","330"
"RDEBH16300","jgi.p|Debha1|4569","","., jgi.p|Debha1|4569, mRNA_4569, prediction","493","675","551","504","586","246","346","496","201","345","206","178"
"RDEBH13661","jgi.p|Debha1|457","Hypothetical protein","., jgi.p|Debha1|457, mRNA_457, prediction","113","226","99","212","177","89","92","110","74","1008","236","438"
"RDEBH16323","jgi.p|Debha1|4570","Nucleoside diphosphate kinase (EC 2.7.4.6)","0, gene_4570, jgi.p|Debha1|4570, prediction","80405","69630","78466","40461","51052","22497","46345","88819","17101","20842","18273","10793"
"RDEBH16336","jgi.p|Debha1|4571","Transcription factor SPT8","., jgi.p|Debha1|4571, mRNA_4571, prediction","104","128","56","153","117","48","45","78","38","441","161","190"
"RDEBH16360","jgi.p|Debha1|4572","GTPase activating protein","., jgi.p|Debha1|4572, mRNA_4572, prediction","192","97","177","135","160","43","96","144","27","396","222","196"
"RDEBH16395","jgi.p|Debha1|4573","Gamma-butyrobetaine,2-oxoglutarate dioxygenase (EC 1.14.11.1)","0, gene_4573, jgi.p|Debha1|4573, prediction","499","768","494","606","620","271","289","525","354","1980","671","892"
"RDEBH16413","jgi.p|Debha1|4574","NAD(P)H-dependent xylose reductase (EC 1.1.1.-)","., jgi.p|Debha1|4574, mRNA_4574, prediction","256","415","274","363","370","182","162","177","173","13087","3306","4562"
"RDEBH16441","jgi.p|Debha1|4575","","., jgi.p|Debha1|4575, mRNA_4575, prediction","24","21","20","9","4","10","8","29","11","68","23","30"
"RDEBH16478","jgi.p|Debha1|4576","ARP2/3 complex 16 kDa subunit","., jgi.p|Debha1|4576, mRNA_4576, prediction","1291","1140","1032","866","956","412","691","706","403","1133","699","549"
"RDEBH16495","jgi.p|Debha1|4577","Hypothetical protein","., jgi.p|Debha1|4577, mRNA_4577, prediction","300","546","310","598","516","217","261","340","248","606","228","298"
"RDEBH16507","jgi.p|Debha1|4578","Glucose-6 phosphate 1-epimerase (EC 5.1.3.15) / Glucose-6-phosphate isomerase (EC 5.3.1.9)","., jgi.p|Debha1|4578, mRNA_4578, prediction","2173","3725","2498","2676","2851","1345","1507","2871","1570","18141","3968","6963"
"RDEBH16549","jgi.p|Debha1|4579","","., jgi.p|Debha1|4579, mRNA_4579, prediction","167","218","189","318","257","111","104","196","86","1091","310","473"
"RDEBH13673","jgi.p|Debha1|458","GTP-binding protein YPT51/VPS21","., jgi.p|Debha1|458, mRNA_458, prediction","1866","3274","1762","3902","3679","1652","1387","1980","1246","4733","1860","2452"
"RDEBH16570","jgi.p|Debha1|4580","","., jgi.p|Debha1|4580, mRNA_4580, prediction","45","30","41","27","37","18","19","38","14","250","68","113"
"RDEBH16624","jgi.p|Debha1|4581","Transcription regulator, GAL4 domain protein","., jgi.p|Debha1|4581, mRNA_4581, prediction","69","89","93","73","77","43","38","59","32","523","176","212"
"RDEBH16648","jgi.p|Debha1|4582","Permease","., jgi.p|Debha1|4582, mRNA_4582, prediction","87","113","100","84","107","51","41","59","39","408","123","151"
"RDEBH16706","jgi.p|Debha1|4583","Arp2/3 complex chain sop2","., jgi.p|Debha1|4583, mRNA_4583, prediction","1357","3626","1280","3515","3649","1581","994","1717","1605","8965","1734","3635"
"RDEBH16726","jgi.p|Debha1|4584","Hypothetical protein","., jgi.p|Debha1|4584, mRNA_4584, prediction","628","1302","703","857","835","410","307","654","650","5537","1247","2345"
"RDEBH16738","jgi.p|Debha1|4585","","., jgi.p|Debha1|4585, mRNA_4585, prediction","924","1975","1167","1541","1772","803","677","1693","688","2269","587","1002"
"RDEBH16758","jgi.p|Debha1|4586","Adenylosuccinate lyase (EC 4.3.2.2)","., jgi.p|Debha1|4586, mRNA_4586, prediction","980","3384","1582","1876","1867","796","860","2380","3085","6313","1117","2465"
"RDEBH16783","jgi.p|Debha1|4587","","., jgi.p|Debha1|4587, mRNA_4587, prediction","257","558","249","491","562","240","164","292","246","1024","221","414"
"RDEBH16824","jgi.p|Debha1|4588","","0, gene_4588, jgi.p|Debha1|4588, prediction","1546","2796","1549","3151","2880","1178","906","1895","916","3539","1087","1664"
"RDEBH16845","jgi.p|Debha1|4589","","., jgi.p|Debha1|4589, mRNA_4589, prediction","1643","2127","1319","6681","5742","2263","1054","1910","731","2549","1009","1255"
"RDEBH13685","jgi.p|Debha1|459","Hypothetical protein","., jgi.p|Debha1|459, mRNA_459, prediction","1585","4079","1545","2873","3178","1444","1126","1859","1588","3442","808","1624"
"RDEBH16870","jgi.p|Debha1|4590","Hypothetical protein","., jgi.p|Debha1|4590, mRNA_4590, prediction","797","1497","904","1238","1280","557","533","755","564","1691","561","841"
"RDEBH16878","jgi.p|Debha1|4591","Hypothetical membrane spanning protein","., jgi.p|Debha1|4591, mRNA_4591, prediction","850","2451","1096","1453","1551","668","567","1003","864","5329","1205","2386"
"RDEBH16907","jgi.p|Debha1|4592","Calcium-transporting ATPase (EC 3.6.3.8)","., jgi.p|Debha1|4592, mRNA_4592, prediction","987","1279","1087","910","1039","497","526","980","392","1582","613","734"
"RDEBH16947","jgi.p|Debha1|4593","Sua5/YciO/YrdC/YwlC family protein","., jgi.p|Debha1|4593, mRNA_4593, prediction","173","446","189","371","359","174","129","223","147","324","78","129"
"RDEBH16981","jgi.p|Debha1|4594","","., jgi.p|Debha1|4594, mRNA_4594, prediction","5","6","4","3","2","1","3","1","2","3","2","3"
"RDEBH17001","jgi.p|Debha1|4595","Importin beta-5 subunit","., jgi.p|Debha1|4595, mRNA_4595, prediction","164","147","157","177","159","62","103","159","49","501","190","212"
"RDEBH17037","jgi.p|Debha1|4596","Mitochondria membrane fission protein Fis1","., jgi.p|Debha1|4596, mRNA_4596, prediction","818","1431","913","1494","1350","576","628","1048","459","1303","557","685"
"RDEBH17049","jgi.p|Debha1|4597","","., jgi.p|Debha1|4597, mRNA_4597, prediction","82","76","77","68","84","40","59","113","40","291","94","123"
"RDEBH17066","jgi.p|Debha1|4598","","., jgi.p|Debha1|4598, mRNA_4598, prediction","534","766","467","820","727","264","324","465","338","964","367","418"
"RDEBH17082","jgi.p|Debha1|4599","Ribulose-phosphate 3-epimerase (EC 5.1.3.1)","., jgi.p|Debha1|4599, mRNA_4599, prediction","7614","9934","8560","6126","7843","3563","4828","9627","2489","10173","4829","4590"
"RDEBH01305","jgi.p|Debha1|46","","., jgi.p|Debha1|46, mRNA_46, prediction","15","4","2","2","4","3","1","3","1","4","2","5"
"RDEBH13713","jgi.p|Debha1|460","Protein tyrosine phosphatase (EC 3.1.3.48)","., jgi.p|Debha1|460, mRNA_460, prediction","121","295","143","232","250","103","82","145","143","1250","314","555"
"RDEBH17099","jgi.p|Debha1|4600","Hypothetical protein","., jgi.p|Debha1|4600, mRNA_4600, prediction","1078","1603","1099","1365","1414","558","979","1007","541","407","250","195"
"RDEBH17124","jgi.p|Debha1|4601","Glutamate carboxypeptidase II   (EC 3.4.17.21) / Type II transmembrane glycoprotein","., jgi.p|Debha1|4601, mRNA_4601, prediction","4750","7962","4289","5456","6005","2685","2432","3625","2998","25222","4397","10741"
"RDEBH17152","jgi.p|Debha1|4602","Translation initiation inhibitor","., jgi.p|Debha1|4602, mRNA_4602, prediction","380","801","346","1459","1380","581","267","475","293","1241","337","585"
"RDEBH17172","jgi.p|Debha1|4603","Cyclin-CDK inhibitor","., jgi.p|Debha1|4603, mRNA_4603, prediction","51","42","51","43","33","18","21","32","12","137","35","50"
"RDEBH17237","jgi.p|Debha1|4604","","., jgi.p|Debha1|4604, mRNA_4604, prediction","379","806","439","689","728","348","263","469","334","1427","479","680"
"RDEBH17249","jgi.p|Debha1|4605","Hypothetical protein","., jgi.p|Debha1|4605, mRNA_4605, prediction","162","186","128","161","154","55","76","122","73","283","89","104"
"RDEBH17261","jgi.p|Debha1|4606","Telomere length regulation protein TEL2","., jgi.p|Debha1|4606, mRNA_4606, prediction","50","45","52","37","36","15","21","20","23","240","87","80"
"RDEBH17313","jgi.p|Debha1|4607","Hypothetical protein","., jgi.p|Debha1|4607, mRNA_4607, prediction","34","64","37","76","58","20","23","46","24","214","40","69"
"RDEBH17337","jgi.p|Debha1|4608","Endonuclease IV (EC 3.1.21.2)","., jgi.p|Debha1|4608, mRNA_4608, prediction","227","323","197","394","365","172","151","256","159","947","255","404"
"RDEBH17361","jgi.p|Debha1|4609","","., jgi.p|Debha1|4609, mRNA_4609, prediction","939","2060","1022","1522","1541","908","651","944","1072","6305","981","2704"
"RDEBH13736","jgi.p|Debha1|461","","0, gene_461, jgi.p|Debha1|461, prediction","13","13","30","16","14","3","5","12","0","42","5","18"
"RDEBH17409","jgi.p|Debha1|4610","FLAP ENDONUCLEASE-1 (RAD27/FEN1 FAMILY)","., jgi.p|Debha1|4610, mRNA_4610, prediction","79","140","114","141","131","51","55","105","94","640","146","259"
"RDEBH17438","jgi.p|Debha1|4611","20S proteasome core particle subunit alpha 4 (EC 3.4.25.1)","., jgi.p|Debha1|4611, mRNA_4611, prediction","3660","5673","3374","4164","4491","2007","2894","3054","1979","4800","1765","2284"
"RDEBH17464","jgi.p|Debha1|4612","INTEGRAL SUBUNIT OF RNASE P","., jgi.p|Debha1|4612, mRNA_4612, prediction","182","254","128","191","165","80","68","121","86","77","23","26"
"RDEBH17472","jgi.p|Debha1|4613","","., jgi.p|Debha1|4613, mRNA_4613, prediction","709","1595","792","1068","1037","511","480","859","717","6346","1255","2218"
"RDEBH17514","jgi.p|Debha1|4614","Hypothetical protein","., jgi.p|Debha1|4614, mRNA_4614, prediction","866","908","636","712","661","298","525","584","315","469","212","251"
"RDEBH17518","jgi.p|Debha1|4615","Hexokinase (EC 2.7.1.1)","., jgi.p|Debha1|4615, mRNA_4615, prediction","2241","5174","2106","4229","3987","1998","1524","2625","2594","19462","3765","6832"
"RDEBH17555","jgi.p|Debha1|4616","Hypothetical protein","., jgi.p|Debha1|4616, mRNA_4616, prediction","116","163","131","134","120","70","59","68","77","661","120","242"
"RDEBH17571","jgi.p|Debha1|4617","Phosphatidylinositol N-acetylglucosaminyltransferase complex, subunit GPI2 (EC 2.4.1.198)","., jgi.p|Debha1|4617, mRNA_4617, prediction","101","128","79","88","79","46","35","33","52","343","79","134"
"RDEBH17595","jgi.p|Debha1|4618","Transcription initiation factor TFIID subunit TAF5","., jgi.p|Debha1|4618, mRNA_4618, prediction","821","1014","830","773","781","368","395","892","249","1084","334","472"
"RDEBH17645","jgi.p|Debha1|4619","Hypothetical protein","., jgi.p|Debha1|4619, mRNA_4619, prediction","58","45","47","41","30","20","11","20","14","100","50","61"
"RDEBH13758","jgi.p|Debha1|462","","., jgi.p|Debha1|462, mRNA_462, prediction","10040","29490","11502","11397","12828","7310","6782","10424","17338","40957","7005","15379"
"RDEBH17679","jgi.p|Debha1|4620","Hypothetical protein","., jgi.p|Debha1|4620, mRNA_4620, prediction","25","43","27","29","35","15","30","24","20","165","35","50"
"RDEBH17701","jgi.p|Debha1|4621","Hypothetical protein","., jgi.p|Debha1|4621, mRNA_4621, prediction","77","85","58","85","64","24","37","74","33","268","75","118"
"RDEBH17729","jgi.p|Debha1|4622","Mitochondrial inner membrane protease subunit 2 (EC 3.4.99.-)","., jgi.p|Debha1|4622, mRNA_4622, prediction","1501","2289","1562","1540","1742","743","845","1799","628","1683","658","925"
"RDEBH17745","jgi.p|Debha1|4623","Hypothetical protein","., jgi.p|Debha1|4623, mRNA_4623, prediction","1651","1382","1479","945","1118","457","945","1183","344","638","575","327"
"RDEBH17762","jgi.p|Debha1|4624","DNA-BINDING PROTEIN NEFA PRECURSOR","., jgi.p|Debha1|4624, mRNA_4624, prediction","301","609","321","792","693","349","260","374","270","1118","372","532"
"RDEBH17770","jgi.p|Debha1|4625","Diadenosine 5',5'''-P1,P3-triphosphate hydrolase (EC 3.6.1.29) / Diphosphoinositol-polyphosphate diphosphatase (EC 3.6.1.52)","., jgi.p|Debha1|4625, mRNA_4625, prediction","926","1760","1088","1753","1908","819","728","1702","570","1216","440","677"
"RDEBH17787","jgi.p|Debha1|4626","Hypothetical protein","., jgi.p|Debha1|4626, mRNA_4626, prediction","192","204","188","127","150","65","72","97","74","564","129","229"
"RDEBH17816","jgi.p|Debha1|4627","Oxidoreductase (EC 1.-.-.-)","., jgi.p|Debha1|4627, mRNA_4627, prediction","354","679","358","645","587","278","202","372","274","3619","819","1706"
"RDEBH17828","jgi.p|Debha1|4628","","., jgi.p|Debha1|4628, mRNA_4628, prediction","11","19","15","9","14","5","6","8","9","97","17","33"
"RDEBH17858","jgi.p|Debha1|4629","","., jgi.p|Debha1|4629, mRNA_4629, prediction","3344","4391","3505","3036","3566","1602","2126","4406","1062","4824","1995","2307"
"RDEBH13778","jgi.p|Debha1|463","Serine/threonine protein kinase (EC 2.7.-.-)","., jgi.p|Debha1|463, mRNA_463, prediction","120","127","110","97","107","58","71","87","50","226","97","99"
"RDEBH17871","jgi.p|Debha1|4630","20S proteasome core particle subunit beta 7 (EC 3.4.25.1)","., jgi.p|Debha1|4630, mRNA_4630, prediction","2325","4695","2425","4822","4501","2030","1670","2853","1887","6870","2065","3115"
"RDEBH17891","jgi.p|Debha1|4631","3',5'-cyclic-nucleotide phosphodiesterase (EC 3.1.4.17)","., jgi.p|Debha1|4631, mRNA_4631, prediction","228","331","213","246","308","127","113","153","161","714","179","303"
"RDEBH17915","jgi.p|Debha1|4632","Coatomer delta subunit","., jgi.p|Debha1|4632, mRNA_4632, prediction","461","501","559","358","431","206","237","325","198","1684","494","594"
